Name,Artist,Album,Popularity,Lyrics,Nb contributors
Acróstico,Shakira,Acróstico,87,"5 ContributorsTranslationsEnglishPortuguêsAcróstico Lyrics[Letra de ""Acróstico""]

[Verso 1]
Me enseñaste que el amor no es una estafa
Y que cuando es real no se acaba
Intenté que no me veas llorar
Que no veas mi fragilidad
Pero las cosas no son siempre como las soñamos
A veces corremos pero no llegamos
Nunca dudes que aquí voy a estar
Háblame, que te voy a escuchar, uh

[Pre-Coro]
Y aunque la vida me tratara así
Voy a ser fuerte solo para ti

[Coro]
Lo único que quiero es tu felicidad y еstar contigo
Una sonrisa tuya es mi debilidad
Querеrte sirve de anestesia al dolor
Hace que me sienta mejor
Para lo que necesites estoy
Viniste a completar lo que soy

[Verso 2]
Se nos rompió solo un plato, no toda la vajilla
Y aunque no sé poner la otra mejilla
Aprender a perdonar es de sabios
Que solo te salga amor de esos labios
Si las cosas se dañan no se botan, se reparan
Los problemas se afrontan y se encaran
Hay que reírse de la vida
A pesar de que duelan las heridas
You might also like[Pre-Coro]
Se ha de entregar entero el corazón
Aunque le hagan daño sin razón

[Coro]
Lo único que quiero es tu felicidad y estar contigo
Una sonrisa tuya es mi debilidad
Quererte sirve de anestesia al dolor
Hace que me sienta mejor
Para lo que necesites estoy
Viniste a completar lo que soy

[Outro]
Sirve de anestesia al dolor
Hace que me sienta mejor
Para lo que necesites estoy
Viniste a completar lo que soyEmbed",5
Afraid To Feel,LF SYSTEM,Afraid To Feel,81,"14 ContributorsAfraid To Feel Lyrics[Intro]
Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?

[Chorus]
Oh, playin' on—, the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
I know you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride

[Post-Chorus]
Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on
You might also like[Chorus]
Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride

[Post-Chorus]
Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on
Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on

[Chorus]
Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride
[Post-Chorus]
Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on30Embed",14
Ain’t That Some,Morgan Wallen,One Thing At A Time,52,"10 ContributorsAin’t That Some Lyrics[Chorus]
Ain't that some back home, buddies in the field, mud on the wheels, yeah
Ain't that some thick smoke, Silverado, tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y, shit we been doin' since we was yea high
There's folks out there ain't T-R-Y-D this
Man, ain't that some shit

[Verse 1]
That you'd hate to grow up and miss
Hate to think of what if
I didn't even know what a honey hole with a Zebco
And my jeans rolled and a pinch of Skoal in my lip even is
They say we ain't got a pot to piss but I thank God for this

[Chorus]
Ain't that some back home, buddies in the field, mud on the wheels, yeah
Ain't that somе thick smoke, Silverado, tearin' up a two-lanе road
Ain't that some C-O-U-N-T-R-Y, shit we been doin' since we was yea high
There's folks out there ain't T-R-Y-D this
Man, ain't that some shit
Ain't that some, ain't that some, ain't that some shit
Yeah

[Verse 2]
My true North is due South with a blue Coors goin' down
Just like that settin' sun on my old Z-71
I know it's cliché to sing Chevrolets, cold beers and Fridays
But that's just the way it is out here
You might also like[Chorus]
Ain't that some back home, buddies in the field, mud on the wheels, yeah
Ain't that some thick smoke, Silverado, tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y, shit we been doin' since we was yea high
There's folks out there ain't T-R-Y-D this
Man, ain't that some shit
Ain't that some, ain't that some, ain't that some shit

[Instrumental Break]

[Chorus]
Ain't that some back home, buddies in the field, mud on the wheels, yeah
Ain't that some thick smoke, Silverado, tearin' up a two-lane road
Ain't that some C-O-U-N-T-R-Y, shit we been doin' since we was yea high
There's folks out there ain't T-R-Y-D this
(Ain't) Ain't that some back home
Ain't that some thick smoke, Silverado
Ain't that some C-O-U-N-T-R-Y, we'll be doin' this 'til the day we die
There's folks out there ain't T-R-Y-D this
(Ain't) Ain't that some shit
Ain't that some, ain't that some, ain't that some shit
Ain't that some, ain't that some shitEmbed",10
Ain't Nobody (Loves Me Better),Felix Jaehn,Ain't Nobody (Loves Me Better),38,"22 ContributorsAin’t Nobody (Loves Me Better) Lyrics[Produced by Felix Jaehn]
[Verse 1: Jasmine Thompson]
Captured effortlessly
That's the way it was
Happened so naturally
I did not know it was love
The next thing I felt was you
Holding me close
What was I gonna do?
I let myself go

[Bridge: Jasmine Thompson]
And now we're flyin' through the stars
I hope this night will last forever
Oh-whoa-oh-oh

[Chorus: Jasmine Thompson]
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you

[Verse 2: Jasmine Thompson]
I've been waitin' for you
It's been so long
I knew just what I would do
When I heard your song
You filled my heart with a kiss
Ya gave me freedom
You knew I could not resist
I needed someone
You might also like[Bridge: Jasmine Thompson]
And now we're flyin' through the stars
I hope this night will last forever
Oh-woah-oh-oh

[Chorus: Jasmine Thompson]
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you

[Bridge 2: Jasmine Thompson]
I make my wish upon a star
And hope this night will last forever
I make my wish upon a star
And hope this night will last forever

[Chorus: Jasmine Thompson]
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you
[Verse 3: Jasmine Thompson]
At first you put your arms around me
Then you put your charms around me
We stare into each other's eyes
And what we see is no surprise
Got a feeling most would treasure
And a love so deep we cannot measure

[Chorus: Jasmine Thompson]
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you
Ain't nobody
Loves me better
Makes me happy
Makes me feel this way
Ain't nobody
Loves me better than you27Embed",22
Alive,Pearl Jam,Ten,77,"59 ContributorsAlive Lyrics[Verse 1]
""Son,"" she said, ""have I got a little story for you
What you thought was your daddy was nothing but a...
While you were sittin' home alone at age thirteen
Your real daddy was dyin'
Sorry you didn't see him, but I'm glad we talked""
[Chorus]
Oh, I, oh I'm still alive
Hey, I, oh I'm still alive
Hey, I, oh I'm still alive
Hey, oh

[Verse 2]
While she walks slowly across a young man's room
She said, ""I'm ready for you""
Why, I can't remember anything to this very day
'Cept the look, the look
Oh, you know where, now I can't see, I just stare
[Chorus]
I, I'm still alive
Hey, I, oh, I'm still alive
Hey, I, oh, I'm still alive
Hey, I, oh, I'm still alive, yeah
You might also like[Break]
Ooh yeah, yeah, yeah, yeah, oh, ooh

[Bridge]
""There's something wrong"", she said, well of course there is
""You're still alive,"" she said, oh, and do I deserve to be?
Is that the question?
And if so, if so who answers? Who answers?
[Chorus]
I, oh I'm still alive
Hey, I, oh I'm still alive
Yeah, I, oh I'm still alive
Yeah, I, ooh, I'm still alive!
Yeah yeah yeah yeah yeah yeah yeah!
[Guitar Solo]
Ooh yeah, ooh ooh
Ooh yeah, yeah yeah yeah29Embed",59
All About That Bass,Meghan Trainor,All About That Bass,62,"127 ContributorsTranslationsFrançaisTürkçeDeutschAll About That Bass Lyrics[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
You might also like[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]359Embed",127
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,77,"107 ContributorsAll Along the Watchtower Lyrics[Verse 1]
""There must be some kind of way out of here""
Said the joker to the thief
""There's too much confusion
I can't get no relief
Businessmen they drink my wine
Plowmen dig my earth
None will level on the line
Nobody offered his word""
Hey!

[Verse 2]
""No reason to get excited""
The thief, he kindly spoke
""There are many here among us
Who feel that life is but a joke
But, uh, but you and I, we've been through that
And this is not our fate
So let us stop talkin' falsely now
The hour's getting late
Hey!

[Guitar Solo]

Hey!
You might also like[Verse 3]
All along the watchtower
Princes kept the view
While all the women came and went
Barefoot servants too
Well, uh, outside in the cold distance
A wildcat did growl
Two riders were approaching
And the wind began to howl
Hey!

[Outro]
All along the watchtower
All along the watchtower71Embed",107
All By Myself,Alok,All By Myself,79,"16 ContributorsAll by Myself Lyrics[Verse 1]
I lost my own belief
Always somethin' breakin' me, was overcome
Walkin' these lonely streets
Even in good company, I want to run

[Pre-Chorus]
But now I'm embracin' the way I am
I don't need nobody to hold my hand

[Chorus]
I'm doin' it, doin' it all by myself
I'm movin' it, movin' it all by myself
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself

[Drop]
All by myself
All by myself, myself
All by my—

[Verse 2]
They turned the best of me into my insecurities
They shout so loud
No parties with fake friends
I never wanna blend into the crowd
You might also like[Pre-Chorus]
No more goin' places I don't bеlong
They're gonna say I'm selfish, but I'm just strong

[Chorus]
I'm doin' it, doin' it all by mysеlf
I'm movin' it, movin' it all by myself
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself

[Drop]
All by myself
All by my-my-my
All by myself, myself

[Bridge]
No more goin' places I don't belong
You can say I'm selfish, but I'm just strong
And now I'm breakin' free from what they wanted me to be
And I'm me, finally, oh

[Chorus]
I'm doin' it, doin' it all by myself-self-self
All by myself-self-self-self
I'll be my own motivation
I'll listen to nothin' they're sayin'
I'm lovin' me, lovin' me all by myself
[Drop]
All by myself, myself
All by myself
All by my-my-my
All by myself, myself
All by myself1Embed",16
All By Myself,Céline Dion,Falling into You,69,"18 ContributorsAll By Myself Lyrics[Verse 1]
When I was young
I never needed anyone
And making love was just for fun
Those days are gone
Livin' alone
I think of all the friends I've known
When I dial the telephone
Nobody's home

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore

[Verse 2]
Hard to be sure
Sometimes I feel so insecure
And loves so distant and obscure
Remains the cure

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna live
All by myself
Anymore
You might also like[Bridge]
When I was young
I never needed anyone
Making love was just for fun
Those days are gone

[Chorus]
All by myself
Don't wanna be
All by myself
Anymore
All by myself
Don't wanna live
Oh
Don't wanna live
By myself, by myself
Anymore
By myself
Anymore
Oh
All by myself
Don't wanna live
I never, never, never
Needed anyone10Embed",18
All Eyez On Me (ft. Big Syke),2Pac,All Eyez On Me,80,"1 Contributor2Pac - All Eyez on Me ft. Big Syke (Tradução em Português) Lyrics[Intro: 2Pac]
Big Syke, 'Nook, Paint, Bogart, Big Serge (Yeah)
Vocês sabem como essa merda acontece (Vocês sabem)
Todos os olhos em mim
OG nessa porra
Bolando um no clube e tal, é isso mesmo?
Todos os olhos em mim
Todos os olhos em mim
Mas você quer saber?

[Verso 1: 2Pac]
Eu aposto que você entendeu errado, você não sabe em quem confiar
Tantos manos que odeiam, tentando soar como a gente
Dizem que estão prontos pro funk, mas eu não acho que eles sabem
Direto para as profundezas do Inferno, são pra onde os covardes vão
Bem, você ainda tá caído? Mano, olá quando você me ver
E que esses demônios se desculpem pelo dia em que finalmente me libertaram
Eu tenho uma Caravan para os manos toda vez que andamos
Acertando os filhos da puta quando passarmos
Até eu morrer, vivo a vida de um chefe, mesmo quando eu tô chapado
Mexa comigo e seja fuzilado depois, os futuros estão nos meus olhos
Porque tudo que eu quero é dinheiro e coisas assim
Um Benz cinco-duplo-0, exibindo os aros chamativos
Uhh, as vadias me perseguem igual um sonho
Sou conhecido por desaparecer diante dos seus olhos igual um viciado em drogas
Parece, meu principal objetivo era ser pago
O jogo tá mais afiado do que a porra de uma lâmina de barbear
Disse que o dinheiro traz vadias, as vadias trazem mentiras
Um mano tá ficando com inveja e os filhos da puta morrem
Dependem de mim igual o primeiro e o décimo terceiro
Eles podem me segurar por um segundo, mas esses punks não vão me pegar
Temos quatro manos em low riders e máscaras de esqui
Gritando, ""Vida Loka"" toda vez que eles passam, todos os olhos em mim
You might also like[Refrão: 2Pac]
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe (Todos os olhos em mim) mesmo ficando chapado
Todos os olhos em mim
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado

[Ponte: Big Syke]
Hey, pro meu mano 'Pac

[Verso 2: Big Syke]
Tanto problema no mundo, mano
Ninguém pode sentir sua dor
O mundo muda todo dia, o tempo tá passando rápido
Minha garota disse que eu preciso de um aumento, quanto tempo ela vai durar?
Eu tô preso entre a minha mulher, minha pistola e a minha grana
Mira tripla, tenho alguns baseados, assobio enquanto eu mergulho
Eu tô perdido na terra sem nenhum plano, vivendo uma vida perfeita
Chefe do crime, contrabando, deixa eu jogar isso
As prostitutas carentes têm muita coragem
Deixo meu balde desviar, eu tô saindo do meio-fio
A negligência do nervosismo me faz embalar uma TEC
Dedicado a servir esse Moët e pagar os cheques
Tipo o satélite Akai, mano, eu tô brilhando pra sempre
Isso não tá certo: parasitas, gatilhos e pulgas rastejando
Otário, se abaixe e seja pego, sem emoção
Minha devoção tá controlando o meu negócio mano, continuo navegando
Aonde você vai, eu estive lá, voltei tão solitário, mano
Firme fluindo contra a corrente, os manos ainda não me conhecem
É sobre o dinheiro nessa merda de rap, essa merda
Não é engraçado, os manos nem sabem como agir, merda
O que eu posso fazer? O que eu posso dizer? Existe outra maneira?
Baseados e gim o dia inteiro, 24 apostas
Meu pequeno G, você não vê que eu tô livre dos otários?
Os manos não me suportam; todos os olhos em mim
[Refrão: 2Pac]
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado
Todos os olhos em mim
Todos os olhos em mim
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado
Todos os olhos em mim

[Verso 3: 2Pac]
Os federais estão vigiando, os manos planejam me pegar
Eu vou sobreviver? Eu vou morrer? Venha, vamos imaginar a possibilidade
Me dando acusações, advogados tomando conta
Eu falei pro juiz que fui criado errado e é por isso que eu falava merda
Eu era hiperativo como uma criança, frio como um adolescente
No meu celular, ligando para os figurões da cena
Embalando centenas nas minhas gavetas, foda-se a lei
Vadias, eu transo com paixão, eu tô vivendo no seco e cru
Pegando casos em um ritmo rápido, brilhando na pista rápida
Trabalhando até de manhã, nunca parei até que o dinheiro viesse
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado
Esses manos me fizeram jogar merda
Eu abaixei o teto, agora é hora de passar fio dental nas minhas coisas
Mantenha sua cabeça erguida, mano, faça esses filhos da puta sofrerem
Dentro de um Benz, queimando o pneu
O dinheiro é obrigatório, as putas são pro estresse
Esse estilo de vida criminoso, equipado com um colete à prova de balas
Certifique-se de que seus olhos estão no vale-refeição, ganhe o seu dinheiro
Filho da puta, vamos ficar ricos e vamos relaxar; todos os olhos em mim
[Refrão: 2Pac]
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado
Todos os olhos em mim
Todos os olhos em mim
Vivo a vida de um bandido até o dia que eu morrer
Vivo a vida de um chefe mesmo ficando chapado
Todos os olhos em mim

[Outro: 2Pac]
Prestem atenção, meus manos! Viu como essa essa acontece?
O mano chegou nesse filho da puta e foi tipo: ""Bing!""
Policiais, vadias, todo corpo de um filho puta
(Vivo a vida de um bandido até o dia que eu morrer)
(Vivo a vida de um chefe mesmo ficando chapado)
Eu tenho atiradores, putas e policiais vigiando um mano, você sabe?
(Eu vivo minha vida como um bandido até o dia que eu morrer)
(Vivendo a vida de um chefe mesmo ficando chapado)
He he he, é como eles pensam
Eu tô andando por aí com alguns quilos no bolso ou algo assim
Eles pensam que eu vou voltar pra cadeia, eles realmente estão nessa brisa
(Vivo a vida de um bandido até o dia que eu morrer)
(Vivo a vida de um chefe)
Eu sei que vocês estão vigiando, eu sei que vocês me pegaram nas miras
(Vivo minha vida como um bandido até o dia que eu morrer)
(Vivo minha vida como um chefe mesmo ficando chapado)
Eu sei que vocês sabem que isso é Vida Loka, baby!
Vocês estão me vigiando, huh?
Todos os olhos em mim, mas eu tô sabendo1Embed",1
All I Want for Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),38,"141 ContributorsTranslationsEspañolTürkçeDeutschFrançaisAll I Want for Christmas Is You Lyrics[Intro]
I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
Underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you, yeah

[Verse 1]
I don't want a lot for Christmas
There is just one thing I need (And I)
Don't care about the presents
Underneath the Christmas tree
I don't need to hang my stocking
There upon the fireplace (Ah)
Santa Claus won't make me happy
With a toy on Christmas Day

[Chorus]
I just want you for my own (Ooh)
More than you could ever know (Ooh)
Make my wish come true
All I want for Christmas is you
You, baby
You might also like[Verse 2]
Oh, I won't ask for much this Christmas
I won't even wish for snow (And I)
I'm just gonna keep on waiting
Underneath the mistletoe
I won't make a list and send it
To the North Pole for Saint Nick (Ah)
I won't even stay awake to
Hear those magic reindeer click

[Chorus]
'Cause I just want you here tonight (Ooh)
Holding on to me so tight (Ooh)
What more can I do?
Oh baby, all I want for Christmas is you
You, baby

[Bridge]
Oh, all the lights are shining
So brightly everywhere (So brightly, baby)
And the sound of children's
Laughter fills the air (Oh, oh yeah)
And everyone is singing (Oh yeah)
I hear those sleigh bells ringing (Oh)
Santa, won't you bring me the one I really need? (Yeah, oh, oh)
Won't you please bring my baby to me?
[Verse 3]
Oh, I don't want a lot for Christmas
This is all I'm asking for (Ah)
I just wanna see my baby
Standing right outside my door

[Chorus]
Oh, I just want you for my own (Ooh)
More than you could ever know (Ooh)
Make my wish come true
Oh baby, all I want for Christmas is you

[Outro]
You, baby
All I want for Christmas is you, baby (You)
All I want for Christmas is you, baby (Ah, oh, ah, oh)
All I want for Christmas is you, baby (You)
All I want for Christmas is you, baby (All I really want, baby, ooh)
All I want for Christmas is you, baby (All I want, all I really want is you)110Embed",141
All of Me,John Legend,Love In The Future (Expanded Edition),86,"179 ContributorsTranslationsEspañolPortuguêsΕλληνικάAll of Me Lyrics[Verse 1]
What would I do without your smart mouth?
Drawing me in and you kicking me out
You've got my head spinning, no kidding
I can't pin you down
What's goin' on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

[Pre-Chorus]
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind

[Chorus]
'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Chorus]
'Cause I give you all of me
And you give me all of you, oh-oh
You might also like[Verse 2]
How many times do I have to tell you?
Even when you're crying, you're beautiful, too
The world is beating you down, I'm around
Through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing
In my head for you

[Pre-Chorus]
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind

[Chorus]
'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Chorus]
'Cause I give you all of me
And you give me all of you, oh-oh
[Bridge]
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard

[Chorus]
'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

[Post-Chorus]
'Cause I give you all of me
And you give me all of you

[Outro]
I give you all of me
And you give me all of you, oh-oh872Embed",179
